text,label
肿么会 这样 宅心仁厚 玉树临风 的 毅哥 当然 都 是 好话 ,2
哈哈 难怪 能 做 博主 真 会 说话 ,1
一定 要点 黄油 紫薯 你 会 发现 就 tm 是 地瓜 ,6
但是 这个 地瓜 巨 好吃 每次 必点 啊 ,2
会 吗 可能 我 肤浅 了 ,6
要 趁热 吃 凉 了 就 不行 了 ,6
去 医院 看病 了 吗 撑 不牢 了 ,6
谢谢 姚 老师 关心 在家 躺 了 一天 明天 应该 就 好 了 ,6
当心 别 发展 成 炎症 该 看病 还是 不要 拖 ,6
没关系 的 今天 好多 了 再 吃 吃药 就 好 了 热 伤风 来得快 去 的 快 谢谢 姚 老师 关心 ,6
别 据说 啊 撩起 衣服 看 一眼 不成 么 据说 算 怎么回事 啊 一点 没有 说服力 ,6
首先 此人 在 井厂 而 我 在 净化 厂 其次 这个 人 声誉 很差 翻译 司机 都 很烦 他 第三 我见 过 一次 真心 不 喜欢 这个 人 over ,5
1 信息量 很大 2 你 认真 了 3 你 起 得 还是 很早 哪怕 是 周末 ,6
1 说明 你 脑袋 不够 用 2 一向 这么 认真 3 我 只要 上班 就 一直 起 这么 早 没有 周末 谢谢 ,5
1 我 觉得 你 鄙视 我 2 我 觉得 你 鄙视 我 3 我 觉得 你 鄙视 我 不 客气 ,5
我 去 这种 好事 太 幸福 了 ,2
今年 最 幸福 的 一天 ,1
哈哈 还 记得 小 狼狗 的 事 么 ,1
我 讨厌 你们 不要 大声 说 我 的 梦想 ,6
玲花 嘴 上 积德 否则 报应 到 孩子 身上 就 不好 了 ,6
她 怎么 嘴上 没 积德 了 嗯 ,5
作为 公众 人物 说话 不 应该 谨慎 么 不论是 她 或者 他 先生 ,6
怎么 不 谨慎 了 她 写 的 这个 公关 危机 稿 起码 不 虚伪 mlgb 的 你 要 咒 人家 孩子 干 jb 毛 nmb 没 教你做 人 ,5
微信 支付 才 是 代表 未来 你 不要 作 守旧 的 代表 啊 哈哈 ,1
微信 因 他 的 社交 功能 确实 普及 了 下来 用 的 人 最 多 不过 用户 体验 真 不如 支付宝 微信 支付 只能 支付 ,5
您 说 的 用户 体验 不如 支付宝 的 地方 主要 是 指 哪 几块 ,6
花 呗 免费 提现 额度 还 可以 做 一些 公益 把 ,6
怪 我 自己 打不来 沾水 ,6
你 喊 你 老公 给 你 打 我 觉得 你 更 喜欢 吃 我 的 沾水 就是 纯辣 ,6
他 自己 的 都 不行 所以 我 两 就 一直 觉得 这家 一般 皮皮 晓得 哈哈哈 ,1
哈哈哈哈 我 还 多 满意 我 打 的 沾水 ,1
确实 很 美 就是 上面 吃 的 也 是 超贵 的 ,2
学姐 我 准备 走 之前 最后 去一趟 槟榔 谷 ,6
槟榔 谷 我 没 去过 上次 你 问 的 第一 市场 就是 一个 菜市场 那里 以卖 海鲜 为主 比较 新鲜 附近 很多 饭馆 加工 海鲜 ,6
第一 市场 和 三亚 步行街 我 都 去过 了 后天 一去 槟榔 谷 就算 玩儿完 了 回家 咯 ,6
套碗 真的 够 的 这鞋 红色 多 喜庆 呀 ,2
实习 不用 买碗 了 哈哈哈哈 然后 你 给 我 看好 了 人家 这 是 小 碎花 的 好 么 ,1
人家 知道 只是 告诉 你 这个 有 红色 也 超级 美丽 么 么 ,2
刚刚 吃饭 看到 了 觉得 红色 的 没有 我 的 美丽 ,2
这 也 要 道歉 不让 说 说不得 文字狱 来 了 ,5
我 骂 你 妈 你 爸 你 开心 吗 我们 大家 言论 要 自由 哦 ,5
他 骂 你 妈 了 ,5
骂 了 怎么 了 你 母校 别人 可以 随便 骂 跳梁小丑 ,5
今日 我 都 可以 训到 自热醒 真 好 ,1
哈哈 我 几乎 日日 都 训到 自然 醒 ,1
好 快 你 就 唔 可以 咁 样 啦 珍惜 啊 ,2
哈哈 5 知 等到 几时 咯 哈哈 ,1
和 博主同 为 杰迷 相信 ym 的 电视剧 不会 让 你 失望 的 因为 她 的 眼睛 非常 美 ,2
哈 杰迷握 握手 希望 杨 的 定妆 照 美美 美 太 喜欢 这部 小说 ,2
嗯 今年 可以 看 演唱会 了 很 开心 ,1
同 开心 新 主题 炒鸡 期待 的 也许 新砖 出来 还 能 听 新歌 现场 ,1
对 对 对 很 期待 新专辑 ,1
家伙 齐全 我 刚播 了 热 也 播 ,6
我 周四 播 的 已经 有 发芽 的 了 叫 桃色 蒲公英 哈 真 快 ,2
老子 p 都 没有 发 ,6
哈哈 这货真 好发 本来 看 他 种子 以为 狠难发 呢 ,1
某 徐猪 人 估计 看 了 会 喷 你 ,6
我们 可是 对事 不 对 人 为 中国 排球 忧虑 ,6
嗯 其实 小马 姐说 的 广大 球迷 心里 都 有数 无奈 领导 不 作为 中国 排球 依然 处于 冰冻期 ,3
希望 会 有限 推动 一下 ,6
我 差点 以为 是 你 自己 扔 的 好 了 保管 好 自己 的 财物 ,6
在 浴室 的 我 仿佛 是 个 瞎子 反正 开学 以来 不见 了 不少 的 东西 了 ,3
其实 你 可以 戴着 眼镜 放在 旁边 我 看 别个 那些 高度 近视 也 是 这样 的 ,6
我 肯定 带 了 呀 但是 依然 瞎 就 是从 洗澡 的 坑 到 柜子 那段 距离 我 不会 带 的 so … 依然 看不见 ,3
我 只有 九张 老李 全是 r 而且 还有 几张 重复 的 加 起来 九张 ,6
相信 日后 一定 会 有 sr 卡 的 ,6
死活 抽不出 老李 的 sr 气到 氪 金 周棋洛 的 限定 都 是 一 发出 这 对比 ,3
对 啊 对 啊 每次 抽 都 抽 不到 李泽言 的 卡 许墨 白起 周琪落 的 sr 倒 是 有 好几张 好扎心 ,3
埋伏 在 煤堆 里 是 极好 的 伪装 术 ,6
使命 召唤 ol 里 好像 没有 煤堆 ,6
开发新 地图 不 就 有 了 现在 开发 留着 明年 用 ,6
为了 煤堆 去 开发新 地图 怎么样 都 说不过去 ,6
你 真的 好重 口味 ,6
唔 系 啊 系 有人 问 我 噶 哈哈 ,1
顶 你 唔 顺 ,6
甘岩 我 又 想 知 喔 做 乜 嫌弃 人姐蕉姐 ,6
安徽 人 什么 素质 大家 心里 都 明白 乎 的 ,5
苏北 也 黑 安徽 ,5
安徽 狗 听说 都 是 土匪 强盗 ,5
儿子 爸爸 没教过 你 这么 说话 啊 ,5
我 是 东北 辽宁 的 啊 下 好几场 雪 了 欢迎 你 来看 雪景 啊 ,2
嗯 一定 一定 ,1
谢谢 你 的 回复 经常 看 你 的 比赛 是 你 忠实 的 粉丝 过年 好 身体健康 幸福 ,2
也 祝 你 身体健康 幸福 ,2
方烂 秃头 永远 没有 错 只 可能 是 cell 错 了 ,5
上次 碰瓷 屠 呦 呦 是因为 屠 呦 呦 提到 肘 后备 急方 方肘 的 忌讳 这次 肘子 可能 不会 犯病 ,5
难说 雷公藤 雷公 专门 劈方烂 秃头 这样 的 王八羔子 ,5
确实 雷公 二字 可能 让 肘子 不爽 ,5
猴赛 雷 发现 两个 美女 ,2
哈哈哈 左边 的 前途无量 ,1
我 发现 你 巧妙 的 把 脸藏 在 别人 后面 了 还 巧妙 的 利用 图饰 遮盖 了 油头 的 事实 哈哈哈 哈哈 ,1
我 那 是 发胶 好 吗 ,6
哦 发胶 不好意思 我 年少 不懂事 ,6
不过 我 喜欢 你 的 穿衣 风格 ,2
不过 你 在 我 老妈 朋友圈 犯 的 错误 已经 不能 原谅 你 了 ,5
不 不 不 你 是 好人 ,2
劳资 不是 人 不好意思 你 又 错 了 ,5
亲 您 真心 投入 了 哈哈哈 ,1
关键 是 这 是 我 前段时间 看 的 了 囧 了 ,6
恭喜 你 成功 穿越 哈哈哈 ,1
给 你 说 这 奇葩 梦 已经 不是 第一次 了 有次 是 痞子 英雄 ,6
低调 d 肥 左 小 小姐 ,6
真系肥 左 睇 来 离开 捷信 之后 好吃 好 住 喔 ,6
我 都 唔 知几想 翻捷信 呵呵 听讲 你 做 左 ad 哦 ,6
系 吖 等 我 升 左职 你 就 翻来 啦 ,6
牛 可是 认得 路 么 ,6
路 挺 简单 的 就是 沿着 公路 一直 拼命 踩 咯 ,6
哈哈 错 了 的话 岂 不是 不能 回家 过年 了 ,1
哈哈 那去 你家 过年 了 ,1
听 起来 好像 是 个 悲伤 的 故事 ,3
也 真的 是 个 悲伤 的 故事 被 麻麻 完全 抛弃 了 ,3
对不起 我 竟然 想 笑 ,1
没关系 如果 不是 我 被抛弃了 我 也 觉得 很 搞笑 ,1
再 那么 敷衍 下去 等 把 情怀 都 消磨 殆尽 我 这 追 了 周杰伦 13 年 的 歌迷 也 不想 再 关注 了 没想到 周杰伦 会 那么 敷衍 ,5
敷衍 他 怎么 敷衍 了 不想 看 就 不要 看酸 什么 酸 现在 还有 哪个 歌手 这样 做 的 每首 mv 都 拍 ,5
是 没有 歌手 会 在 自己 mv 里 从头到尾 不 露脸 哇杰伦好 厉害 华语 乐坛 第一 人 就是 有 个性 呵呵 ,5
谁 规定 的 谁 规定 歌手 mv 必须 要 歌手 出演 了 想 他 样样 精品 想 把 你 伦 累死 还 13 年 歌迷 好笑 ,5
而且 中国 人有 一种 非常 奇怪 的 从众 心理 ,6
所以 说 我 反 社会 我 骄傲 ,6
还 记得 夏洛克 最后 一集 开枪 之前 说 的 那句话 么 ,6
话 说 weico 真的 好好 用 啊 界面 好 可爱 ,2
对 吧 真正 的 最好 用 的 第三方 平台 么 么 哒 ,1
个人 中意 失落 沙洲 仿真度 劲高 ,2
好多 人 都 话 中意 呢 首 可惜 我 本来 未 听 过 … ,3
徐佳莹 的 还有 身骑 白马 绿洲 也 很 好听 ,2
听下 先 … 系 啦 十一月 十号 学活 有 我 噶 表演 恶搞 左 一首歌 词 噶 欢迎 捧场 … ,2
我 女朋友 的 好看 是 以 细胞 为 单位 ,2
你 都 能 认出 她 的 细胞 了 ,6
我 认不出来 但是 很多 人 的 搁 在 一起 我 就 知道 了 是 最 耀眼 的 那个 ,2
花式 表白 服气 可惜 她 是 我 的 了 ,2
可能 是 在 蓄力 中 ,6
闲得 发慌 和 忙 得 要命 形成 极端 反差 ,3
闲 的 时候 不 焦虑 忙 的 时候 不 心急 可以 说 是 工作 中 极其重要 的 心态 了 ,6
嗯 努力 向 这个 方向 靠近 ,6
哈哈哈 你 喜欢 做 甜点 的 吗 ,1
嗯 刚 开始 还是 满 喜欢 的 ,2
我 是 在 日本学 甜点 和 料理 的 你 可以 加 我 自己 的 号 找到 志趣相投 的 哈哈 ,1
啊 太好了 以后 可以 请教 你 猿 粪 猿 粪 ,1
我 水平 也 不 高 啊 ,6
给 你 32 个赞 ,2
这么晚 居然 没 睡夜 猫猫 噢 ,6
没有 11 点过 才 吃 完 火锅 现在 睡 不 舒服 ,3
饿 憨 咯 吃 多咯 失眠 咯 ,6
不得不 说 爱 的 力量 真 伟大 ,2
谢谢 我会 很 努力 的 去 追求 她 ,1
追求 克 长时间 么 听 这 两个 字兰 ,6
哈哈 那 你 支持 我 ,1
排版 太 可爱 了 不愧 是 我 脑婆 ,2
我 觉得 排 得 不好 慢慢 加油 ,3
很 好 啦 我学 了 还 排不出 你 这个 水平 棒棒 棒 ,2
你 别谦虚 啦 我 这图 都 断 了 ,3
况且 到 大 北方 我 怎么 觉得 你 好像 是 铁道部 的 园丁 呢 ,6
我 是 辛勤 的 园丁 迷恋 大 东北 ,6
哎呀 妈呀 老盖 了 快去 东北 那 疙瘩 欢迎 你 ,6
哎 想 但是 可能 没 机会 了 今年 没有 时间 ,6
不是 说 只要 你 身边 有 几个 东北 人 那 你 已经 在 身临其境 了 比如 我 2018 年 春节 还有 几个 月 准备 抢票 喽 ,6
呵呵 可以 准备 了 毕竟 还是 挺远 的 祝你好运 谢谢 有 你 ,2
要 有 奋起 去 玩儿 的 准备 总 要 休息 一下 散散心 早安 同 祝你平安 快乐 好运 ,2
有 是 有 但 也 该 努力 了 做成 心愿 吧 有 机会 完成 ,6
难道 我 不是 那个 唯一 吗 ,6
你们 这种 行为 搁 古代 是不是 叫 争宠 ,6
佳哥 不要 说 得 这么 直白 姐在 中行 信息 平台 看见 佳姐 的 靓照 咯 ,6
不是 吧 最近 没犯 什么 事儿 啊 ,6
你 懂得 我 多 难过 ,3
我 懂得 哎 烦掉 了 ,3
亲爱 的 好 爱 你 ,2
嘿嘿 必须 的 好 么 ,1
为什么 水平 高 的 经济 大多 不好 ,6
经济 条件 好 的 大部分 人 从小 没有 吃苦 精神 这 非得 说 出来 嘛 ,6
钱吉成 之类 的 人 还是 很多 的 呀 ,6
对 啊 小时候 他 也 是 苦 孩子 吗 ,6
韩式 半 永久 了解 一下 ,6
哈哈哈哈 我 真的 想 打死 你 ,1
还发 两道 给 你 厉害 的 ,6
我妈 不准 我 暴露 行踪 哈哈哈 ,1
怎么 找 不到 这 首歌 ,6
新歌 来 的 苏打 绿 ,6
琴日 找 不到 今日 就 找到 了 ,6
呵呵 慢慢 欣赏 ,1
不仅 是 审美 我 希望 他们 拥有 起码 的 逻辑 脑子 是 个 好 东西 某些 人 值得 拥有 ,5
你 还 没 睡 呢 哈哈 ,1
刚 看个 电影 回来 血战 钢锯 岭 你 应该 喜欢 战争场面 太 逼真 了 人 炸成 两半 肠子 都 出来 了 ,2
我 昨天 看 的 好看 看 哭 了 ,2
女人 不 抛头露面 也 是 好事 ,2
那 是 漂亮 女人 大多数 像 我们 一样 的 平凡 女人 只能 像 男人 一样 努力 增加 自己 美丽 的 砝码 ,3
哎 做 女人 难 啊 ,3
呵呵 我 代表 万千 女人 感谢 你 的 理解 ,6
哇 你 咋 到 那么 早 还 下雨 着 你 今天 去 的 方便 不 我 后天 都 谁 去 了 ,6
我 下午 到 的 燕儿 也 来 了 ,6
快给我 说 你 现在 啥 心情 ,6
我 七点 多 都 躺 下 了 一直 到 现在 一点 也 不困 睡不着 无聊 空虚 寂寞 还好 不冷 ,3
快 高兴 起来 我们 明天 就 到 了 大家 又 要 疯 了 ,6
我 也 是 一根 筋 的 到 现在 还 没 转过 弯 啦 为什么 ,6
女人真 心爱 了 都 一根 筋 但 和 爱 你 的 人才 会 幸福 ,2
嗯 嗯 以后 找个 爱 我 的 比 我 爱 的 要 多 ,6
经历 过 你 会长 大 会 成熟 以后 会 正确 选择 感情 ,2
哈哈哈 哈哈 听 名字 我 都 不想 花钱 ,1
本来 准备 看个 不用 动脑 的 烂片 吐槽 一下 结果 低估 了 烂片 的 烂度 居然 可以 这么 高 ,5
辛苦 了 当加 了 个 班 把 哈哈哈 ,1
哈哈哈 哈哈哈 这话 说 的 太 到位 了 但是 加班 不 应该 我 掏钱 呀 呜呜 ,1
花盆 外 的 袋子 好 有 创意 ,2
哈哈 树 65 花篮 85 ,1
似乎 感觉 到 了 树 的 压力 ,6
哈哈 是 啊 得 加油 长高才 对得起 装它 的 篮子 ,1
原来 踢 不烂 的 跟 有 这么 高 ,6
有 的 有 的 哈哈哈 我 的 尺子 没 问题 ,1
那 我 日常 身高 岂 不是 177 ,6
差不多 吧 话 说 你 这 身高 真的 很 厉害 了 ,2
我 也 这么 觉得 2333 不要脸 ,1
改个 名字 再 出来 骂街 ,5
谁 在 骂街 曹 尼玛 ,5
你 这 是 在 干嘛 教养 都 没有 的 ,5
兄弟 不是 我 说 你 麻烦 你 去 看 我 的 评论 看 完 再 扣 键盘 ,5
截图 我 收下 了 谢谢 喜欢 我 ,2
啊啊啊 啊啊啊 啊 啊 我 半夜 醒来 看 这 不是 在 做梦 吧 ,1
无意 看看 结果 看到 了 还有 人 喜欢 我 ,2
喜欢 喜欢 注意 好久 了 我 舍友 都 受不了 每次 看到 你 时候 的 一惊 一 乍 了 ,2
想 看 对 啦 司漠 弟弟 的 故事会 写 吗 ,6
会 哦 司峻 高冷 霸道 腹黑攻 炸毛 呆 萌受 ,2
原来 司峻 也 是 攻 呀 我 还 以为 会 是 受 呢 23333 ,6
哇 ⊙ ω ⊙ 你 哪里 觉得 司峻会 是 受 他 明明 这么 总攻 ,6
亲 你 随 演出 到 上海 ,6
不是 啦 我 是 现在 才 回 学校 路过 上海 哦 你 最近 怎么样 啊 ,6
筹备 新 的 演出 哈 下半年 排练 演出 到时候 也 要 请 你 来 参加 哈 ,1
哈哈 期待 期待 呢 ,1
所以 选择 是 精神病 患者 ,6
精神病 患者 有 那么 大 的 魅惑 ,6
哈哈 你 永远 不会 失去 但 也 从未 拥有 舍不得 总有一天 要 投入 别人 怀抱 的 小 棉袄 啦 ,1
稍稍 早点 哈 但 这句 话 可用 很多 不同 场合 引发 共鸣 ,6
照顾 好 自己 啊 猪 怎么回事 ,6
嗯 好 的 啊 就是 以前 高中 生病 后 就 一直 这样 了 医生 说 的 清淡 点 但是 适应 不了 ,3
那 就 真的 要 乖乖 听话 注意 饮食 了 ,6
嗯 好 的 我 这儿 一直 备着 药 的 早点 睡 ,6
在家 过 是 最 安逸 的 了 生日快乐 ,2
谢谢 美女 你 也 是 天蝎 噶 ,1
啊 下周 也 要 19 了 哈哈 ,1
哈哈 比 我 小 妹儿 ,1
小 那么 几天 就 不要 那么 斤斤计较 了 哈 ,1
每个 人 的 路 就是 不同 的 风景 也 不同 ,6
是 啊 我 这 片儿 正 下着雪 他 那里 还 绿树成荫 ,6
没关系 啦 长长 你 就 发现 了 人生 没有 绝对 的 好 与 坏 ,6
嗯 嗯 我 在 随遇而安 的 路上 加把劲 儿 ,6
卷卷 你 原来 的 号 不能 用 了 嘛 ,6
不能 用 了 我 已经 彻底 放弃 了 ,3
我 这个 号 也 崩过 那 时候 没 办法 了 给 客服 打了个 电话 最后 还 真 给 我 弄 好 了 卷 卷 要 不 试一下 ,6
算了 我 已经 无力 了 反正 有 了 新 的 ,3
嗯 那 就 用 这个 新 的 ,6
两手 计划 他 有 得到 一个 歌手 应有 的 尊重 吗 ,5
广电总局 就是 天 就是 王道 去 问 广电总局 尊重 张敬轩 了 嘛 按 你 逻辑 有 那么 多 电影 广电 不让 上映 那些 拍戏 的 演员 得到 尊重 了 嘛 ,5
麻烦 你 先审 清楚 题目 吧 这里 有人 说 是 广电 的 错 吗 ,5
没有 你们 觉得 是 电视台 的 错 电视台 错 在 不该 邀请 他来 让 更 多 人 知道 他 继而 关注 他 的 音乐 所以 广电 没错 ,5
金色 光芒 闪耀 的 的 湿地 真 漂亮 ,2
嗯 很 庆幸 它们 还 安好 ,1
是 啊 有鱼 有 鸟 更 美 ,2
鱼鸟 肯定 有 日落 时 下山 一路 喜鹊 呼朋引 伴地 叫 只是 水面 太远 不知 有 啥 鸟 白鹭 应该 都 飞 南方 去 了 ,2
真 好 是 的 天 冷 候鸟 南飞 了 ,6
我 觉得 还是 带你去 比较 好 你 可以 把 鱼骨 一根 一根 剃 出来 ,6
我 什么 时候 才 可以 想 你 这么 优秀 你 站 在 这里 别动 我 去 给 你 卖 橘子 ,6
我 挑食 橘子 就免 了 吧 跪安 ,6
我用 浓硫酸 洗手 了 可以 摸摸 你 的 奖杯 吗 ,6
aaaa 我 觉得 他们 家 奶茶 是 我 这辈子 喝过 最 好喝 的 ,2
所以 总结 陈词 就是 它们 家 盛产 这辈子 最 好喝 的 东西 ,2
你 慢 叫 可以 试试 奶茶 我 试试 你 说 的 那个 什么 汤 那个 奶茶 是 真心 好 好喝 ,2
好 的 呀 汤是 什么 椰子 蘑菇 汤 之类 的 乃 么 我 人生 要 有 两样 最 好吃 的 出自 这家 店 了 ,2
哈哈哈 还是 很巧 的 这个 礼拜 我 也 刚 去 吃 过 哈哈 ,1
我 竟然 看 懂 是 咩 意思 的 哎呀呀 哎呀呀 ,1
这么 开心 难道 我 的话 一向 很 难懂 吗 ,6
不是 的 说明 我 还是 能 了解 你 的 内心 的 不是 话 是 内心 哈哈哈哈 ,1
你 确定 你 了解 我要 表达 的 意思 吗 ,6
侵权 不 侵权 问题 你 可以 找 法律 解决 但是 看不起 我们 学校 请 你 道歉 没商量 ,5
首先 你 使用 别人 祖父 肖像 得 先 征得 同意 吧 ,5
对 如果 侵权 可以 通过 法律 途径 解决 但是 贬低 我们 学校 不 应该 给 个 解释 ,5
双方 都 有 问题 话 说 的 确实 有点 过 了 他 这 是 找 骂 ,5
同意 我用 的 是 小 蓝瓶 我 是 干性 皮肤 ,6
但是 小蓝瓶 买 起来 很 麻烦 呢 我 有 个 朋友 是 干皮 她 用 小白瓶 感觉 也 不错 ,6
哦 行 我用 完 这瓶换 一下 谢谢 啦 而且 能用 很 久 ,6
真的 小蓝瓶 好 耐用 感觉 很 神奇 那么 小 的 瓶子 ,2
人类 都 没 办法 阻止 你 发胖 了 ,6
是 啊 你 要 不要 来助 我 成长 ,6
可能 你 需要 一双 翅膀 ,6
不 我 比较 需要 一堆 的 人民币 ,6
你 终究 还是 没 摆脱 世俗 ,6
生日快乐 同 白羊 女 处女 男 所以 关注 你 hhh ,2
哈哈哈 哈哈哈 真是 辛苦 你 了 ,1
也 是因为 喜欢 你 啊 ,2
我 也 喜欢 白羊 宝宝 ,2
麻麻 又 看不见 啥 单反 啊 … ,6
佳能 60d 还 不错 哦 ,2
我 家里 有个 一模一样 的 单位 的 周一 出差 用 ,6
呵呵 一路顺风 吖 另外 我 现在 还 差 一个 御用 摄影师 ,2
女神 也 用 华为 为什么 不用 苹果 ,6
因为 觉得 苹果 用 时间 长 了 没意思 huawei 还 挺 好玩儿 我 有 朋友 在 huawei 上班 也 算是 支持 人家 产业 ,6
苹果 没有 定制 性 还是 安卓 的 可玩性 高 ,6
等 八 出来 看看 吧 我 反正 很久没 用 苹果 了 也 没 觉得 多 想念 ,6
八 的 外形 已经 完全 曝光 了 还是 然 并 卵 ,6
我 换回 苹果 主要 原因 是 买手机 壳 好看 点 别的 就 还好 ,6
好 吧 其实 淘宝 有 定制 手机 壳 的 图案 自选 材质 自选 ,6
有人 说 33 黑丽颖 是 真的 吗 她 还 举报 骂 她 的 人 她 也 太小 气 了 吧 ,5
换成 是 你 你 也好 不 到哪去 只 知道 骂 别人 还 不许 别人 反抗 吗 ,5
你 能 不能不 说话 带刺 我 又 没 说 他 什么 你 激动 什么 ,5
就是 看不惯 有些 人 不 喜欢 就算 了 还 骂人 ,5
也 是 不过 我 不 喜欢 但 不会 骂 ,5
演唱会 访谈 等 节目 看得 多 了 今天 通过 wlan 网络 头次 看玲花 彩排 花絮 还是 首次 感动 千万 敬礼 ,2
天上 的 云彩 自然 好看 了 你 说 呢 ,2
谢谢 一年 姐姐 指点 意思 是 实事求是 说 的 太飘亮 了 ,2
不用谢 一年 365 天 天天 有 好 梦 听玲花 的 歌 感受 美好生活 ,1
看 我 笑 得 好看 不 ,1
好看 特别 是 你 还要 小虎牙 ,2
你 咋 这么 激动 难道 是 有 情况 ,6
没有 呀 哪儿 能 呢 就是 我们 实验 老师 也 有 虎牙 她 的 虎牙 还是 吸血鬼 式 虎牙 特别 可爱 ,2
你 说 的 是 你们 老师 啊 我 还 特意 照 了 照镜子 看 我 的 牙 其实 我 以前 觉得 虎牙 可 突兀 了 羡慕 你们 没有 虎牙 的 ,2
我 有 呀 只不过 没 那么 明显 我 觉得 虎牙 超级 可爱 的 ,2
哪里找 的 这个 资源 呢 我 也 想 看 嘻嘻 ,1
youtube 上 直接 搜讲 真 烂片 ,6
好够 了 不 看 了 节约 时间 读书 ,6
seminar 简直 把 人 搞 疯 我 也 在 看书 宝宝 加油 ,6
你 用 什么 看 的 ,6
推荐 你 一个 网站 8drama 搜 出来 叫 枫林 网 超好 用 基本 韩剧 美剧 都 有 ,2
不是 有 枫林 小子 app 吗 ,6
没用过 枫林 小子 我 都 在 pad 直接 网页 搜 8drama 最新 的 基本 都 有 重点 是 无广告 ,2
炮侠 现在 有个 新番 宝石 之 城 有点 抄袭 你 了 ,6
那 是 啥 好看 吗 ,6
说 的 是 石头 拟人 我 觉得 很阔 以 画风 音乐 都 不错 现在 出 了 三集 了 你 看 一集 试试 ,2
行 看 了 病情 有 好转 就 告诉 你 谢谢 医生 ,6
红叶 吗 太太 要 不要 试试 椒 图犬神 桃花 老爷爷 和 酒 吞 组合 只为 勾玉 的话 挂机 就 可以 过 的 ,6
不玩 啦 已经 卸载 啦 ,6
啊 好 吧 挥挥 希望 太太 还会 回来 ,6
玩 别的 游戏 去 啦 这 游戏 目前 也 只是 垂死挣扎 啦 ,6
好 吧 希望 太太 在 哪里 都 玩 的 开心 ,2
快 了 快 了 我 还有 30 天 ,6
我们 群里 有个 姐妹 预产期 在 我 后面 2 天 在家 开 了 全指 去 医院 20 分钟 就生 了 整个 群 都 羡慕 她 ,2
这个 太 神速 了 好羡慕 我 想 去 拜拜 她 哈哈哈 ,1
那个 姐妹 说 开指 的 阵痛 她 一直 都 能 忍受 等 忍不住 的 时候 去 医院 一内检 全开 了 太 牛 比 了 哈哈哈哈 ,1
我 就 希望 我 到时候 别疼 得 太长 了 或者 最后 顺转 剖 了 我会 绝望 的 ,4
神奇 女侠 大 公主 第一次 在 蝙超里 就 被 惊艳 超美 超帅 的 虽然 这 款 感觉 做 的 不是 太像 ,2
一次 就 做 得 像 了 咋 卖 2.0 3.0 哈哈 ,1
原来 是 这样 奸商 啊 ,5
ht 的 老板 传说 中 的 奸商 陈 ,5
哈哈哈 你 也 太 黑 了 一黑 成千 丑 ,1
哈哈哈 哈哈哈 你 已经 开始 嫌弃 我 了 你 变 了 ,1
冷漠 脸 日本 有 一个 产品 pola 美白丸 你 值得 拥有 一个 疗程 180 粒 每天 一粒 美白 就 回来 了 ,6
… 我 觉得 我 还 能 再 抢救 一下 ,6
是 有 多 热 内江 地形 很 特殊 咩 ,6
南方 前 几天 天气 都 这样 热 不过 今天 好 冷 ,6
看 出来 了 因为 你 这 只 小妖精 在 作怪 赶快 去 找 你 祸害 珠三角 去 ,6
你 也 这么 觉得 的 呀 哈哈 我 也 觉得 天气 多半 跟 我 有关 ,1
是 要 准备 嫁人 的 节奏 吗 ,6
哈哈 不是 结婚 当然 穿 红色 的 ,1
好 吧 期待 你 穿 红色 婚纱 的 样子 ,2
红色 礼服 婚纱 当然 白色 ,1
好 吧 越来越 期待 你 穿 白色 婚纱 的 样子 啦 ,2
为了 红 你 是不是 屎 都 能 吃 嘴巴 那么 毒 你 的 嘴 是不是 被 屎壳郎 爬 过 ,5
不是 爬 过 明明 是 吃 过 而且 吃 很多 屎 ,5
说 的 在 理 我 觉得 说 屎壳郎 爬 过 她 的 嘴 屎壳郎 都 不 愿意 了 ,5
在理 咱俩 应该 向 屎壳郎 道歉 这是 屎壳郎 被 黑 的 最惨 一次 这次 侮辱 了 屎壳郎 ,5
嗯 向 屎壳郎 表示 道歉 ,5
阳光 越过 窗沿 你 却 站 在 阴影 里面 ,3
活 的 有点 小心翼翼 了 … ,3
2013 的 最后 一天 了 没理由 给 这 一年 留下 悲伤 的 结局 有些 事 再 不 做 以后 就 没 机会 了 开心 点儿 新年快乐 ,2
没有 啊 机会 还 很多 啊 嘿嘿 没事 啦 我 今天 要 好好 跨年 哈哈哈 你 也 新年快乐 ,1
谢 啦 你 也 一样 ,1
没 标点 也 没 空格 不看 烦人 ,6
嘻嘻 我 是不是 很 鸡 贼 这样 就算 发 平台 到 你们 也 不会 知道 我 在 发 什么 牢骚 ,1
曾经 看过 这么 打字 不 加 标点 的 人 是 非常 自我 的 人 从不 考虑 阅读者 的 感受 ,6
你 是不是 人到中年 特别 喜欢 讲道理 拒绝 ,6
嘻嘻 我 赶脚 自己 可以 去演 老干部 ,1
知道 江西 为啥 现在 穷 的 一塌糊涂 了 吧 ,6
这 恐怕 不是 江西 的 个案 啊 兄弟 ,6
所以 江西 的 省会 南昌 也 看不出来 有 什么 发展 的 痕迹 ,6
更正 一下 我 的 说法 这 不仅仅 是 江西省 才 有 的 事情 全国 各地 都 是 这个 样子 ,6
说 你 亲戚 还是 你 自己 ,6
当然 是 自己 脾气 不好 最近 ,3
